charity_link,charity_name,full_time_employees
https://www.charitydata.ca/charity/lacademie-de-la-valle-du-roy/799935481RR0001/,L'ACADÉMIE DE LA VALLÉE DU ROY,1
https://www.charitydata.ca/charity/lartere-developpement-et-perfectionnement-en-danse-contemporaine/837825330RR0001/,"L'ARTÈRE, DÉVELOPPEMENT ET PERFECTIONNEMENT EN DANSE CONTEMPORAINE",1
https://www.charitydata.ca/charity/lavenue-12-17/885422360RR0001/,L'AVENUE 12-17,1
https://www.charitydata.ca/charity/lecrit-tot-de-saint-hubert/141126805RR0001/,L'ECRIT TOT DE SAINT-HUBERT,1
https://www.charitydata.ca/charity/linstitut-dhistoire-de-lamerique-francaise/107508343RR0001/,L'institut d'histoire de l'Amérique Française,1
https://www.charitydata.ca/charity/la-cle-de-lalpha/897693842RR0001/,La Clé de l'Alpha,1
https://www.charitydata.ca/charity/la-comedie-humaine/861019974RR0001/,La Comédie Humaine,1
https://www.charitydata.ca/charity/la-corporation-du-petit-seminaire-de-saint-georges-de-beauce/107967036RR0001/,LA CORPORATION DU PETIT SEMINAIRE DE SAINT-GEORGES DE BEAUCE,1
https://www.charitydata.ca/charity/la-federation-quebecoise-des-associations-foyers-ecolesquebec-federation-of-home-and-school-associations/119106904RR0001/,LA FEDERATION QUEBECOISE DES ASSOCIATIONS FOYERS-ECOLES/QUEBEC FEDERATION OF HOME AND SCHOOL ASSOCIATIONS,1
https://www.charitydata.ca/charity/la-fondation-academie-lafontaine/852730209RR0001/,La Fondation Académie Lafontaine,1
https://www.charitydata.ca/charity/la-fondation-des-ecoles-jpps-bialik/891528945RR0001/,La fondation des écoles JPPS-Bialik,1
https://www.charitydata.ca/charity/la-fondation-du-cegep-de-labitibi-tmiscamingue/810048892RR0001/,La Fondation du Cégep de l'Abitibi-Témiscamingue,1
https://www.charitydata.ca/charity/la-fondation-du-cegep-de-rimouski/893058958RR0001/,LA FONDATION DU CÉGEP DE RIMOUSKI,1
https://www.charitydata.ca/charity/la-fondation-du-college-lafleche-inc/120524533RR0001/,LA FONDATION DU COLLEGE LAFLECHE INC,1
https://www.charitydata.ca/charity/la-fondation-du-pensionnat-du-saint-nom-de-marie/119001006RR0001/,LA FONDATION DU PENSIONNAT DU SAINT NOM DE MARIE,1
https://www.charitydata.ca/charity/la-fondation-jane-h-dunn/140180266RR0001/,LA FONDATION JANE H DUNN,1
https://www.charitydata.ca/charity/la-fondation-st-louis-maillet-inc/119001691RR0001/,LA FONDATION ST-LOUIS-MAILLET INC.,1
https://www.charitydata.ca/charity/la-fondation-tutti/846801348RR0001/,La Fondation Tutti,1
https://www.charitydata.ca/charity/la-gang-a-rambrou/811301142RR0001/,La Gang A Rambrou,1
https://www.charitydata.ca/charity/la-ligue-des-cadets-de-larmee-du-canada-qubec/107592867RR0001/,La Ligue des Cadets de l'Armée du Canada (Québec),1
https://www.charitydata.ca/charity/la-maison-des-jeunes-de-st-etienne-de-lauzon-inc/102950458RR0001/,LA MAISON DES JEUNES DE ST-ETIENNE-DE-LAUZON INC.,1
https://www.charitydata.ca/charity/la-maison-parent-roback/877623272RR0001/,LA MAISON PARENT-ROBACK,1
https://www.charitydata.ca/charity/la-musique-aux-enfants/758843098RR0001/,LA MUSIQUE AUX ENFANTS,1
https://www.charitydata.ca/charity/la-revue-de-droit-de-mcgill--the-mcgill-law-journal/130870678RR0001/,La revue de droit de MCGILL / The MCGILL Law Journal,1
https://www.charitydata.ca/charity/lakehill-pre-school-association/107590937RR0001/,LAKEHILL PRE-SCHOOL ASSOCIATION,1
https://www.charitydata.ca/charity/lakeside-nursery-school-society/895705291RR0001/,LAKESIDE NURSERY SCHOOL SOCIETY,1
https://www.charitydata.ca/charity/lamondance-arts-society/786815274RR0001/,LAMONDANCE ARTS SOCIETY,1
https://www.charitydata.ca/charity/laubach-literacy-new-brunswick-llnb/141112656RR0001/,LAUBACH LITERACY NEW BRUNSWICK (LLNB),1
https://www.charitydata.ca/charity/lcc-international-fund-inc/894110469RR0001/,LCC INTERNATIONAL FUND INC.,1
https://www.charitydata.ca/charity/le-carrousel-international-du-film-de-rimouski-inc/131248593RR0001/,Le Carrousel international du film de Rimouski inc.,1
https://www.charitydata.ca/charity/le-centre-dartistes-voix-visuelle/826104358RR0001/,LE CENTRE D'ARTISTES VOIX VISUELLE,1
https://www.charitydata.ca/charity/le-centre-detude-torah-de-montral-inc/108100165RR0001/,LE CENTRE D'ÉTUDE TORAH DE MONTRÉAL INC.,1
https://www.charitydata.ca/charity/le-centre-de-ressources-sur-la-non-violence-c-r-n-v--inc/136924925RR0001/,LE CENTRE DE RESSOURCES SUR LA NON-VIOLENCE (C R N V ) INC,1
https://www.charitydata.ca/charity/le-centre-moi-japprends-inc/134048180RR0001/,LE CENTRE MOI J'APPRENDS INC.,1
https://www.charitydata.ca/charity/le-cirque-des-etoiles-memphrmagog/857285704RR0001/,Le Cirque des Étoiles Memphrémagog,1
https://www.charitydata.ca/charity/le-coin-alpha/882806946RR0001/,Le Coin Alpha,1
https://www.charitydata.ca/charity/le-salon-du-livre-du-grand-sudbury/819926478RR0001/,LE SALON DU LIVRE DU GRAND SUDBURY,1
https://www.charitydata.ca/charity/learning-differences-centre-society-of-bc/119251973RR0001/,LEARNING DIFFERENCES CENTRE SOCIETY OF BC,1
https://www.charitydata.ca/charity/leave-out-violence-love-society-bc/841769680RR0001/,LEAVE OUT VIOLENCE (LOVE) SOCIETY BC,1
https://www.charitydata.ca/charity/legs-for-literacy-trust/850652595RR0001/,Legs for Literacy Trust,1
https://www.charitydata.ca/charity/les-amis-du-juvenat-inc/874831514RR0001/,LES AMIS DU JUVENAT INC.,1
https://www.charitydata.ca/charity/les-arts-et-la-ville/139087340RR0001/,Les Arts et la Ville,1
https://www.charitydata.ca/charity/les-ateliers-speech/743548927RR0001/,Les Ateliers Speech,1
https://www.charitydata.ca/charity/les-correspondances-deastman/857065700RR0001/,Les correspondances d'eastman,1
https://www.charitydata.ca/charity/les-editions-du-bl-inc/119015295RR0001/,Les Éditions Du Blé Inc.,1
https://www.charitydata.ca/charity/les-editions-historia-ecclesiae-catholicae-canadensis-inc-historia-ecclesiae-catholicae-canadensis-publications-inc/890931371RR0001/,LES EDITIONS HISTORIA ECCLESIAE CATHOLICAE CANADENSIS INC./ HISTORIA ECCLESIAE CATHOLICAE CANADENSIS PUBLICATIONS INC.,1
https://www.charitydata.ca/charity/les-entreprises-communautaires-dinsertion-a-lemploi-de-loutaouais-inc/867131344RR0001/,Les entreprises communautaires d'insertion à l'emploi de l'Outaouais inc.,1
https://www.charitydata.ca/charity/les-nuages-en-pantalon/883057713RR0001/,LES NUAGES EN PANTALON,1
https://www.charitydata.ca/charity/les-petits-ballets/119017218RR0001/,LES PETITS BALLETS,1
https://www.charitydata.ca/charity/les-petits-chanteurs-de-trois-rivieres-inc/119017242RR0001/,LES PETITS CHANTEURS DE TROIS-RIVIERES INC.,1
https://www.charitydata.ca/charity/les-pinceaux-dor-2007/848698387RR0001/,Les Pinceaux D'Or 2007,1
https://www.charitydata.ca/charity/les-productions-a-tour-de-role-inc/130811524RR0001/,Les productions à Tour de Rôle Inc.,1
https://www.charitydata.ca/charity/les-scouts-du-district-de-quebec-inc/104756424RR0001/,Les Scouts du District de Québec Inc.,1
https://www.charitydata.ca/charity/lets-start-talking-canada--parlons-ensemble-canada/859392367RR0001/,LET'S START TALKING CANADA -PARLONS ENSEMBLE CANADA,1
https://www.charitydata.ca/charity/lethbridge-christian-school-society/118853480RR0001/,LETHBRIDGE CHRISTIAN SCHOOL SOCIETY,1
https://www.charitydata.ca/charity/liberation75-inc/743318313RR0001/,Liberation75 Inc.,1
https://www.charitydata.ca/charity/licensed-to-learn-inc/867961013RR0001/,LICENSED TO LEARN INC.,1
https://www.charitydata.ca/charity/lifelong-education-for-adults-reading-and-numeracy-learn-inc/878629518RR0001/,LIFELONG EDUCATION FOR ADULTS: READING & NUMERACY (L.E.A.R.N.) INC.,1
https://www.charitydata.ca/charity/lifetime-learning-centre-society/132657586RR0001/,LIFETIME LEARNING CENTRE SOCIETY,1
https://www.charitydata.ca/charity/lillooet-gospel-chapel/897545679RR0001/,LILLOOET GOSPEL CHAPEL,1
https://www.charitydata.ca/charity/limestone-learning-foundation/884041922RR0001/,LIMESTONE LEARNING FOUNDATION,1
https://www.charitydata.ca/charity/lire-et-faire-lire-acadie/845597202RR0001/,Lire et faire lire Acadie,1
https://www.charitydata.ca/charity/lis-avec-moi/869303313RR0001/,Lis avec moi,1
https://www.charitydata.ca/charity/literacy-alliance-of-the-shuswap-society/801701699RR0001/,LITERACY ALLIANCE OF THE SHUSWAP SOCIETY,1
https://www.charitydata.ca/charity/literacy-council-of-durham-region/119021194RR0001/,LITERACY COUNCIL OF DURHAM REGION,1
https://www.charitydata.ca/charity/literacy-for-life-foundation/869707661RR0001/,LITERACY FOR LIFE FOUNDATION,1
https://www.charitydata.ca/charity/literacy-haida-gwaii-society/886062348RR0001/,LITERACY HAIDA GWAII SOCIETY,1
https://www.charitydata.ca/charity/literacy-now-cowichan-society/858694268RR0001/,LITERACY NOW COWICHAN SOCIETY,1
https://www.charitydata.ca/charity/literary-review-of-canada/848431490RR0001/,LITERARY REVIEW OF CANADA,1
https://www.charitydata.ca/charity/little-folks-nursery-school-society/107629651RR0001/,LITTLE FOLKS NURSERY SCHOOL SOCIETY,1
https://www.charitydata.ca/charity/little-peoples-preschool-parents-association/119021459RR0001/,LITTLE PEOPLE'S PRESCHOOL PARENTS ASSOCIATION,1
https://www.charitydata.ca/charity/london-community-hebrew-day-school/107642027RR0001/,LONDON COMMUNITY HEBREW DAY SCHOOL,1
https://www.charitydata.ca/charity/lonergan-research-institute/119024248RR0001/,LONERGAN RESEARCH INSTITUTE,1
https://www.charitydata.ca/charity/louise-bedard-danse-inc/126349653RR0001/,LOUISE BEDARD DANSE INC,1
https://www.charitydata.ca/charity/lunenburg-county-adult-learning-network-association/892500372RR0001/,LUNENBURG COUNTY ADULT LEARNING NETWORK ASSOCIATION,1
https://www.charitydata.ca/charity/lunenburg-school-of-the-arts/833191976RR0001/,Lunenburg School of the Arts,1
https://www.charitydata.ca/charity/machinenoisy-dance-society/803547140RR0001/,MACHINENOISY DANCE SOCIETY,1
https://www.charitydata.ca/charity/magenta-publishing-for-the-arts/852661230RR0001/,MAGENTA PUBLISHING FOR THE ARTS,1
https://www.charitydata.ca/charity/maisons-mon-roc/107656969RR0001/,MAISONS MON ROC,1
https://www.charitydata.ca/charity/mandala-arts-and-culture-society/871267787RR0001/,MANDALA ARTS AND CULTURE SOCIETY,1
https://www.charitydata.ca/charity/manitoba-association-of-parent-councils-inc/898586466RR0001/,"MANITOBA ASSOCIATION OF PARENT COUNCILS, INC.",1
https://www.charitydata.ca/charity/manitoba-eco-network-inc/128446846RR0001/,MANITOBA ECO-NETWORK INC.,1
https://www.charitydata.ca/charity/manitobah-mukluks-storyboot-school-inc/808292965RR0001/,MANITOBAH MUKLUKS STORYBOOT SCHOOL INC.,1
https://www.charitydata.ca/charity/manning-foundation-for-democratic-education/822467478RR0001/,Manning Foundation for Democratic Education,1
https://www.charitydata.ca/charity/mayday-danse/818787558RR0001/,Mayday Danse,1
https://www.charitydata.ca/charity/mcgill-boulevard-music-and-arts-society/822863890RR0001/,McGill Boulevard Music and Arts Society,1
https://www.charitydata.ca/charity/me-to-we-foundation-of-canada/773335682RR0001/,ME TO WE FOUNDATION OF CANADA,1
https://www.charitydata.ca/charity/meadow-lake-society-for-christian-education-inc/107685471RR0001/,MEADOW LAKE SOCIETY FOR CHRISTIAN EDUCATION INC.,1
https://www.charitydata.ca/charity/meadows-west-kids-kare-inc/107685778RR0001/,MEADOWS WEST KIDS KARE INC.,1
https://www.charitydata.ca/charity/medicine-hat-christian-school-society/107687725RR0001/,MEDICINE HAT CHRISTIAN SCHOOL SOCIETY,1
https://www.charitydata.ca/charity/metchosin-international-summer-school-of-the-arts/107768087RR0001/,METCHOSIN INTERNATIONAL SUMMER SCHOOL OF THE ARTS,1
https://www.charitydata.ca/charity/metro-toronto-movement-for-literacy--le-rassemblement-pour-lalphabetisation-de-la-communaute-urbaine-de-toronto/132269572RR0001/,METRO TORONTO MOVEMENT FOR LITERACY / LE RASSEMBLEMENT POUR L'ALPHABETISATION DE LA COMMUNAUTE URBAINE DE TORONTO,1
https://www.charitydata.ca/charity/midsun-music-parents-society/871787156RR0001/,MIDSUN MUSIC PARENTS SOCIETY,1
https://www.charitydata.ca/charity/mission-jeunesse-quebec-mjq/822848289RR0001/,MISSION JEUNESSE QUEBEC (MJQ),1
https://www.charitydata.ca/charity/mohawk-language-custodian-associationassociation-pour-la-preservation-de-la-langue-mohawk/871600961RR0001/,MOHAWK LANGUAGE CUSTODIAN ASSOCIATION/ASSOCIATION POUR LA PRESERVATION DE LA LANGUE MOHAWK,1
https://www.charitydata.ca/charity/mouvement-humanisation/862788981RR0001/,MOUVEMENT HUMANISATION,1
https://www.charitydata.ca/charity/movement-enterprises-society/871372819RR0001/,MOVEMENT ENTERPRISES SOCIETY,1
https://www.charitydata.ca/charity/musica-intima-society/872525530RR0001/,MUSICA INTIMA SOCIETY,1
https://www.charitydata.ca/charity/muskoka-association-for-christian-education-inc/119049898RR0001/,MUSKOKA ASSOCIATION FOR CHRISTIAN EDUCATION INC.,1
https://www.charitydata.ca/charity/nanaimo-concert-band-society/872750914RR0001/,NANAIMO CONCERT BAND SOCIETY,1
https://www.charitydata.ca/charity/nation-prospere-acadie-inc/715297917RR0001/,Nation Prospère Acadie Inc.,1
https://www.charitydata.ca/charity/national-educational-association-of-disabled-students-neads/107761975RR0001/,NATIONAL EDUCATIONAL ASSOCIATION OF DISABLED STUDENTS (NEADS),1
https://www.charitydata.ca/charity/native-council-of-nova-scotia-education-fund/887358794RR0001/,NATIVE COUNCIL OF NOVA SCOTIA EDUCATION FUND,1
https://www.charitydata.ca/charity/nato-association-of-canadaassociation-canadienne-pour-lotan/119011872RR0001/,NATO Association of Canada/Association Canadienne Pour L'OTAN,1
https://www.charitydata.ca/charity/necef-sabeel-canada/119246742RR0001/,Necef Sabeel Canada,1
https://www.charitydata.ca/charity/new-brunswick-4-h-council-ltd/119054328RR0001/,NEW BRUNSWICK 4-H COUNCIL LTD.,1
https://www.charitydata.ca/charity/new-brunswick-highland-games-and-scottish-festival-inc/887092500RR0001/,NEW BRUNSWICK HIGHLAND GAMES AND SCOTTISH FESTIVAL INC.,1
https://www.charitydata.ca/charity/new-brunswick-international-sculpture-symposium-inc/813341716RR0001/,New Brunswick International Sculpture Symposium Inc.,1
https://www.charitydata.ca/charity/new-relationship-trust-foundation/807002514RR0001/,NEW RELATIONSHIP TRUST FOUNDATION,1
https://www.charitydata.ca/charity/new-vintage-theatre-society/808134241RR0001/,NEW VINTAGE THEATRE SOCIETY,1
https://www.charitydata.ca/charity/newfoundland-dance-presenters-inc/828605527RR0001/,NEWFOUNDLAND DANCE PRESENTERS INC.,1
https://www.charitydata.ca/charity/nightswimming-repertory-theatre/866804495RR0001/,NIGHTSWIMMING REPERTORY THEATRE,1
https://www.charitydata.ca/charity/no-time-for-that-anti-bullying-society/803861988RR0001/,No Time for That Anti-Bullying Society,1
https://www.charitydata.ca/charity/north-dumfries-pre-school-co-operative-inc/119998698RR0001/,NORTH DUMFRIES PRE-SCHOOL CO-OPERATIVE INC,1
https://www.charitydata.ca/charity/north-end-co-operative-preschool-st-catharines-corporation/103921649RR0001/,NORTH END CO-OPERATIVE PRESCHOOL (ST. CATHARINES) CORPORATION,1
https://www.charitydata.ca/charity/northeast-christian-college/108156332RR0001/,NORTHEAST CHRISTIAN COLLEGE,1
https://www.charitydata.ca/charity/northwestern-ontario-literacy-network/136917226RR0001/,NORTHWESTERN ONTARIO LITERACY NETWORK,1
https://www.charitydata.ca/charity/nunavut-tunngavik-foundation/740669528RR0001/,Nunavut Tunngavik Foundation,1
https://www.charitydata.ca/charity/ok-mini-school-society/107793705RR0001/,O.K. MINI SCHOOL SOCIETY,1
https://www.charitydata.ca/charity/oak-bay-parent-owned-preschool/107790032RR0001/,OAK BAY (PARENT OWNED) PRESCHOOL,1
https://www.charitydata.ca/charity/odyssey-theatre/119071140RR0001/,ODYSSEY THEATRE,1
https://www.charitydata.ca/charity/okanagan-college-foundation/862488194RR0001/,OKANAGAN COLLEGE FOUNDATION,1
https://www.charitydata.ca/charity/old-trout-puppet-workshop-society/867021529RR0001/,OLD TROUT PUPPET WORKSHOP SOCIETY,1
https://www.charitydata.ca/charity/olds-koinonia-christian-school/130740616RR0001/,OLDS KOINONIA CHRISTIAN SCHOOL,1
https://www.charitydata.ca/charity/ontario-association-for-mathematics-education-association-ontarienne-pour-lenseignement-des-mathematiques/890337264RR0001/,ONTARIO ASSOCIATION FOR MATHEMATICS EDUCATION ASSOCIATION ONTARIENNE POUR L'ENSEIGNEMENT DES MATHEMATIQUES,1
https://www.charitydata.ca/charity/ontario-black-history-society/119930295RR0001/,ONTARIO BLACK HISTORY SOCIETY,1
https://www.charitydata.ca/charity/organization-for-literacy-in-lambton/135262012RR0001/,ORGANIZATION FOR LITERACY IN LAMBTON,1
https://www.charitydata.ca/charity/orillia-and-district-literacy-council-incorporated/119069953RR0001/,ORILLIA & DISTRICT LITERACY COUNCIL INCORPORATED,1
https://www.charitydata.ca/charity/other-sights-for-artists-projects-association/833896145RR0001/,OTHER SIGHTS FOR ARTISTS' PROJECTS ASSOCIATION,1
https://www.charitydata.ca/charity/ottawa-torah-institute/107806374RR0001/,OTTAWA TORAH INSTITUTE,1
https://www.charitydata.ca/charity/p-r-community-and-student-association-sadleir-house-facility/860720903RR0001/,P. R. COMMUNITY AND STUDENT ASSOCIATION (SADLEIR HOUSE FACILITY),1
https://www.charitydata.ca/charity/paal-partageons-le-monde/729396697RR0001/,P.A.A.L. Partageons le monde,1
https://www.charitydata.ca/charity/pacific-legal-education-and-outreach-society/811281468RR0001/,PACIFIC LEGAL EDUCATION AND OUTREACH SOCIETY,1
https://www.charitydata.ca/charity/pacific-whale-society/723048484RR0001/,PACIFIC WHALE SOCIETY,1
https://www.charitydata.ca/charity/paris-agricultural-society/119076784RR0001/,PARIS AGRICULTURAL SOCIETY,1
https://www.charitydata.ca/charity/parkdale-village-arts-collective-inc/868932799RR0001/,PARKDALE VILLAGE ARTS COLLECTIVE INC.,1
https://www.charitydata.ca/charity/partners-in-art/849530746RR0001/,PARTNERS IN ART,1
https://www.charitydata.ca/charity/peachland-community-arts-council/895609725RR0001/,PEACHLAND COMMUNITY ARTS COUNCIL,1
https://www.charitydata.ca/charity/penticton-academy-of-music-society/138394820RR0001/,PENTICTON ACADEMY OF MUSIC SOCIETY,1
https://www.charitydata.ca/charity/persevrons-ensemble/829587849RR0001/,PERSÉVÉRONS ENSEMBLE,1
https://www.charitydata.ca/charity/petits-entrepreneurs/811998582RR0001/,Petits entrepreneurs,1
https://www.charitydata.ca/charity/pine-hill-divinity-hall/119093730RR0001/,PINE HILL DIVINITY HALL,1
https://www.charitydata.ca/charity/play-school-inc/893753376RR0001/,PLAY SCHOOL INC.,1
https://www.charitydata.ca/charity/poetry-in-voice/816009856RR0001/,Poetry In Voice,1
https://www.charitydata.ca/charity/prince-edward-island-home-and-school-federation-inc/107831158RR0001/,PRINCE EDWARD ISLAND HOME AND SCHOOL FEDERATION INC.,1
https://www.charitydata.ca/charity/productions-hotel-motel/814322350RR0001/,Productions Hôtel-Motel,1
https://www.charitydata.ca/charity/project-limelight-society/847797685RR0001/,PROJECT LIMELIGHT SOCIETY,1
https://www.charitydata.ca/charity/projectrestore-fibi-families-impacted-by-incarceration-family-restorative-services-inc/830643573RR0001/,PROJECT:RESTORE FIBI (FAMILIES IMPACTED BY INCARCERATION)-FAMILY RESTORATIVE SERVICES INC.,1
https://www.charitydata.ca/charity/provost-pre-school-society/107864910RR0001/,PROVOST PRE-SCHOOL SOCIETY,1
https://www.charitydata.ca/charity/pueblo-science/845493113RR0001/,PUEBLO SCIENCE,1
https://www.charitydata.ca/charity/puente-theatre-society/851998773RR0001/,PUENTE THEATRE SOCIETY,1
https://www.charitydata.ca/charity/qalipu-cultural-foundation-incorporated/821570181RR0001/,Qalipu Cultural Foundation Incorporated,1
https://www.charitydata.ca/charity/quality-in-lifelong-learning-network-inc/891183055RR0001/,QUALITY IN LIFELONG LEARNING NETWORK INC.,1
https://www.charitydata.ca/charity/quatuor-molinari/885615161RR0001/,QUATUOR MOLINARI,1
https://www.charitydata.ca/charity/rachaels-centre-for-torah-mussar-and-ethics/807447016RR0001/,"RACHAEL'S CENTRE FOR TORAH, MUSSAR & ETHICS",1
https://www.charitydata.ca/charity/radium-hot-springs-public-library/827264128RR0001/,RADIUM HOT SPRINGS PUBLIC LIBRARY,1
https://www.charitydata.ca/charity/radix-theatre-society/888534666RR0001/,RADIX THEATRE SOCIETY,1
https://www.charitydata.ca/charity/rainbow-literacy-and-learning-society/889279386RR0001/,RAINBOW LITERACY AND LEARNING SOCIETY,1
https://www.charitydata.ca/charity/read-right-society/828681494RR0001/,READ RIGHT SOCIETY,1
https://www.charitydata.ca/charity/reading-rescue-ontario/840840029RR0001/,READING RESCUE ONTARIO,1
https://www.charitydata.ca/charity/reel-to-real-a-celebration-of-moving-images-for-youth-society/880418702RR0001/,REEL TO REAL: A CELEBRATION OF MOVING IMAGES FOR YOUTH SOCIETY,1
https://www.charitydata.ca/charity/reflections-on-islam-t-v-program/126084334RR0001/,REFLECTIONS ON ISLAM T V PROGRAM,1
https://www.charitydata.ca/charity/regroupement-des-popotes-roulantes-du-quebec/140871021RR0001/,Regroupement des popotes roulantes du Québec,1
https://www.charitydata.ca/charity/relevant-education-society/134237064RR0001/,RELEVANT EDUCATION SOCIETY,1
https://www.charitydata.ca/charity/renfrew-county-community-upgrading-program/140988429RR0001/,RENFREW COUNTY COMMUNITY UPGRADING PROGRAM,1
https://www.charitydata.ca/charity/reseau-denseignement-francophone-a-distance-refad/894672849RR0001/,Réseau d'Enseignement Francophone à Distance (R.E.F.A.D),1
https://www.charitydata.ca/charity/richmond-community-band-society/869221861RR0001/,RICHMOND COMMUNITY BAND SOCIETY,1
https://www.charitydata.ca/charity/richmond-county-literacy-network-society/888929825RR0001/,RICHMOND COUNTY LITERACY NETWORK SOCIETY,1
https://www.charitydata.ca/charity/rising-tide-association/119120194RR0001/,RISING TIDE ASSOCIATION,1
https://www.charitydata.ca/charity/riverdale-christian-academy/811274521RR0001/,RIVERDALE CHRISTIAN ACADEMY,1
https://www.charitydata.ca/charity/rivers-kids-club-inc/107898520RR0001/,RIVERS KIDS CLUB INC.,1
https://www.charitydata.ca/charity/rosewood-co-operative-preschool/129916557RR0001/,ROSEWOOD CO-OPERATIVE PRESCHOOL,1
https://www.charitydata.ca/charity/royal-york-road-school/119688646RR0001/,ROYAL YORK ROAD SCHOOL,1
https://www.charitydata.ca/charity/rozsa-foundation/122606551RR0001/,ROZSA FOUNDATION,1
https://www.charitydata.ca/charity/runaway-moon-theatre-arts-society/866666639RR0001/,RUNAWAY MOON THEATRE ARTS SOCIETY,1
https://www.charitydata.ca/charity/safe-drinking-water-foundation/868384892RR0001/,SAFE DRINKING WATER FOUNDATION,1
https://www.charitydata.ca/charity/sage-hill-writing-experience-inc/130354327RR0001/,SAGE HILL WRITING EXPERIENCE INC,1
https://www.charitydata.ca/charity/sampradaya-dance-academy/863387429RR0001/,SAMPRADAYA DANCE ACADEMY,1
https://www.charitydata.ca/charity/sante-mentale-et-societe/124262783RR0001/,SANTE MENTALE ET SOCIETE,1
https://www.charitydata.ca/charity/saskatchewan-elocution-and-debate-association/119140077RR0001/,SASKATCHEWAN ELOCUTION AND DEBATE ASSOCIATION,1
https://www.charitydata.ca/charity/saskatchewan-music-educators-assn/107956138RR0001/,SASKATCHEWAN MUSIC EDUCATORS ASSN,1
https://www.charitydata.ca/charity/save-the-mothers/828767335RR0001/,Save the Mothers,1
https://www.charitydata.ca/charity/sbc-gallery-of-contemporary-art--sbc-galerie-dart-contemporain/857201412RR0001/,SBC GALLERY OF CONTEMPORARY ART / SBC GALERIE D'ART CONTEMPORAIN,1
https://www.charitydata.ca/charity/scholarship-foundation-of-the-pacific/826519274RR0001/,SCHOLARSHIP FOUNDATION OF THE PACIFIC,1
https://www.charitydata.ca/charity/science-timmins-inc/890733645RR0001/,SCIENCE TIMMINS INC.,1
https://www.charitydata.ca/charity/scouts-canada/107761694RR0011/,SCOUTS CANADA,1
https://www.charitydata.ca/charity/scouts-canada/107761694RR0020/,SCOUTS CANADA,1
https://www.charitydata.ca/charity/screaming-weenie-productions/861728061RR0001/,SCREAMING WEENIE PRODUCTIONS,1
https://www.charitydata.ca/charity/seminaire-missionnaire-diocsain-international-rdemptoris-mater-de-qubec/808047450RR0001/,Séminaire Missionnaire Diocésain International Rédemptoris Mater De Québec,1
https://www.charitydata.ca/charity/sheila-hugh-mackay-foundation-inc/891762049RR0001/,SHEILA HUGH MACKAY FOUNDATION INC.,1
https://www.charitydata.ca/charity/shelburne-county-arts-council/894274828RR0001/,SHELBURNE COUNTY ARTS COUNCIL,1
https://www.charitydata.ca/charity/shine-academics-association/822003786RR0001/,SHINE ACADEMICS ASSOCIATION,1
https://www.charitydata.ca/charity/shuswap-district-arts-council/119149508RR0001/,SHUSWAP DISTRICT ARTS COUNCIL,1
https://www.charitydata.ca/charity/sidney-preschool/107980005RR0001/,SIDNEY PRESCHOOL,1
https://www.charitydata.ca/charity/sierra-leone-educational-partnership-inc/730687324RR0001/,SIERRA LEONE EDUCATIONAL PARTNERSHIP INC.,1
https://www.charitydata.ca/charity/simbi-foundation/810338723RR0001/,Simbi Foundation,1
https://www.charitydata.ca/charity/simcoe-muskoka-workforce-development-board-and-literacy-network/141034975RR0001/,SIMCOE MUSKOKA WORKFORCE DEVELOPMENT BOARD AND LITERACY NETWORK,1
https://www.charitydata.ca/charity/sistars-community-economic-development-co-op-inc/828432542RR0001/,SISTARS COMMUNITY ECONOMIC DEVELOPMENT CO-OP INC.,1
https://www.charitydata.ca/charity/skeena-diversity-society/807477278RR0001/,SKEENA DIVERSITY SOCIETY,1
https://www.charitydata.ca/charity/skills-canada-pei-inc/870910684RR0001/,SKILLS CANADA PEI INC,1
https://www.charitydata.ca/charity/skys-the-limit-youth-organization/857579742RR0001/,SKY'S THE LIMIT YOUTH ORGANIZATION,1
https://www.charitydata.ca/charity/societe-pour-les-arts-en-milieux-de-sante/844005454RR0001/,SOCIETE POUR LES ARTS EN MILIEUX DE SANTÉ,1
https://www.charitydata.ca/charity/societe-scogestion-1982-inc/119154268RR0001/,SOCIETE SCOGESTION (1982) INC,1
https://www.charitydata.ca/charity/society-for-safe-and-caring-schools-and-communities/851338145RR0001/,SOCIETY FOR SAFE AND CARING SCHOOLS & COMMUNITIES,1
https://www.charitydata.ca/charity/south-grey-bruce-youth-literacy-council/134175991RR0001/,SOUTH GREY BRUCE YOUTH LITERACY COUNCIL,1
https://www.charitydata.ca/charity/southern-alberta-heritage-language-association/107995763RR0001/,SOUTHERN ALBERTA HERITAGE LANGUAGE ASSOCIATION,1
https://www.charitydata.ca/charity/spectrum-artistic-and-educational-media-association/892467184RR0001/,SPECTRUM ARTISTIC AND EDUCATIONAL MEDIA ASSOCIATION,1
https://www.charitydata.ca/charity/sqx-danza/813604683RR0001/,SQx Danza,1
https://www.charitydata.ca/charity/st-james-town-family-literacy-services/856298005RR0001/,ST. JAMES TOWN FAMILY LITERACY SERVICES,1
https://www.charitydata.ca/charity/st-johns-international-womens-film-festival-inc/894464072RR0001/,ST. JOHN'S INTERNATIONAL WOMEN'S FILM FESTIVAL INC.,1
